ecnumber	sub	organism	kcat	sd
EC3.1.1.81	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.017	*
EC3.1.1.93	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7400	*
EC3.1.13.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.004	*
EC3.1.13.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7.1	*
EC3.1.13.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.2	*
EC3.1.13.4	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	211000	*
EC3.1.16.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	855	*
EC3.1.16.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	3.45	*
EC3.1.2.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	74.4	*
EC3.1.2.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	329	*
EC3.1.2.11	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.039	*
EC3.1.2.12	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	5800	*
EC3.1.2.12	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	208	*
EC3.1.2.13	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3150	*
EC3.1.2.17	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.41	*
EC3.1.2.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	6	*
EC3.1.2.2	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	0.086	*
EC3.1.2.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	198	*
EC3.1.2.2	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	1.8	*
EC3.1.2.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1695	*
EC3.1.2.2	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.7	*
EC3.1.2.20	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	6	*
EC3.1.2.20	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	0.086	*
EC3.1.2.20	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	198	*
EC3.1.2.20	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.1198	*
EC3.1.2.20	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	1.8	*
EC3.1.2.20	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1695	*
EC3.1.2.20	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.7	*
EC3.1.2.22	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.067	*
EC3.1.2.22	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	27.3	*
EC3.1.2.27	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.01602	*
EC3.1.2.3	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	3.98	*
EC3.1.2.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	430	*
EC3.1.2.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	427	*
EC3.1.2.6	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	134.6	*
EC3.1.2.6	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2007	*
EC3.1.2.6	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	920	*
EC3.1.2.6	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	773	*
EC3.1.2.7	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.15	*
EC3.1.2.7	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.369	*
EC3.1.21.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1009	*
EC3.1.21.1	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	3600	*
EC3.1.21.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.096	*
EC3.1.21.7	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.52	*
EC3.1.22.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.42	*
EC3.1.22.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	327.1	*
EC3.1.26.4	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	50.83	*
EC3.1.26.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	22	*
EC3.1.26.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00703	*
EC3.1.27.5	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	22600	*
EC3.1.27.5	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	35000	*
EC3.1.27.8	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.014	*
EC3.1.3.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	850	*
EC3.1.3.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	341	*
EC3.1.3.102	*	capra hircus//eukaryotes;animals;vertebrates;mammals//chx	22750	*
EC3.1.3.11	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	22.5	*
EC3.1.3.11	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	12.9	*
EC3.1.3.11	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	34.6	*
EC3.1.3.11	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	50.6	*
EC3.1.3.11	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	0.1158	*
EC3.1.3.11	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	34	*
EC3.1.3.11	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	48.6	*
EC3.1.3.16	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.003	*
EC3.1.3.16	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	310	*
EC3.1.3.16	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.034	*
EC3.1.3.16	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.9	*
EC3.1.3.16	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.081	*
EC3.1.3.17	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	7.9	*
EC3.1.3.17	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	2086	*
EC3.1.3.17	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00422	*
EC3.1.3.18	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	5.98	*
EC3.1.3.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	100	*
EC3.1.3.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	387	*
EC3.1.3.2	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	12	*
EC3.1.3.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2620	*
EC3.1.3.2	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	233	*
EC3.1.3.20	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0018	*
EC3.1.3.25	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	5	*
EC3.1.3.25	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	15	*
EC3.1.3.25	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.85	*
EC3.1.3.25	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1.7	*
EC3.1.3.29	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.633	*
EC3.1.3.29	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	684	*
EC3.1.3.3	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.13	*
EC3.1.3.31	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	168	*
EC3.1.3.31	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	9.5	*
EC3.1.3.31	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.004	*
EC3.1.3.31	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	12.6	*
EC3.1.3.36	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.765	*
EC3.1.3.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.1175	*
EC3.1.3.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	165	*
EC3.1.3.4	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	15.8	*
EC3.1.3.41	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.127	*
EC3.1.3.43	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2.3	*
EC3.1.3.43	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0066	*
EC3.1.3.44	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	871	*
EC3.1.3.46	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	20	*
EC3.1.3.46	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	20	*
EC3.1.3.47	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	21480	*
EC3.1.3.48	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	47	*
EC3.1.3.48	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	32300	*
EC3.1.3.48	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	16.2	*
EC3.1.3.5	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	300	*
EC3.1.3.5	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	94	*
EC3.1.3.5	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.017	*
EC3.1.3.5	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	71	*
EC3.1.3.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	175	*
EC3.1.3.5	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.43	*
EC3.1.3.51	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.59	*
EC3.1.3.52	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	22.86	*
EC3.1.3.53	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00121	*
EC3.1.3.56	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	175	*
EC3.1.3.56	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	191	*
EC3.1.3.56	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.02	*
EC3.1.3.56	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	15.2	*
EC3.1.3.56	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.54	*
EC3.1.3.57	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	12.4	*
EC3.1.3.57	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.052	*
EC3.1.3.62	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.009	*
EC3.1.3.62	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	4.66	*
EC3.1.3.67	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	6.7	*
EC3.1.3.76	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.53	*
EC3.1.3.76	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.05	*
EC3.1.3.9	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	136	*
EC3.1.3.9	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.272	*
EC3.1.3.9	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	17.6	*
EC3.1.3.9	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	124	*
EC3.1.30.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.01	*
EC3.1.30.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	7.7	*
EC3.1.4.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	47.7	*
EC3.1.4.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	5.08	*
EC3.1.4.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0034	*
EC3.1.4.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	411	*
EC3.1.4.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	15.5	*
EC3.1.4.11	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	200	*
EC3.1.4.11	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	65	*
EC3.1.4.11	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	204.1	*
EC3.1.4.11	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.28	*
EC3.1.4.12	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.9334	*
EC3.1.4.12	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	92.8	*
EC3.1.4.12	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	146.7	*
EC3.1.4.17	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.33	*
EC3.1.4.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.598	*
EC3.1.4.2	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	2	*
EC3.1.4.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1050000	*
EC3.1.4.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	3	*
EC3.1.4.35	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1200	*
EC3.1.4.35	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.44	*
EC3.1.4.35	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	5	*
EC3.1.4.37	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2680	*
EC3.1.4.37	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	800	*
EC3.1.4.37	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	800	*
EC3.1.4.37	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	800	*
EC3.1.4.37	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	800	*
EC3.1.4.37	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	800	*
EC3.1.4.37	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	800	*
EC3.1.4.38	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	3.2	*
EC3.1.4.39	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.135	*
EC3.1.4.39	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0919	*
EC3.1.4.39	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.0027	*
EC3.1.4.39	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.14	*
EC3.1.4.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	17000	*
EC3.1.4.4	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	3.67	*
EC3.1.4.42	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	322	*
EC3.1.4.45	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	15000	*
EC3.1.4.49	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.10E-07	*
EC3.1.4.54	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.019	*
EC3.1.4.54	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.6	*
EC3.1.6.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.82	*
EC3.1.6.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.23	*
EC3.1.6.12	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	93.3	*
EC3.1.6.12	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	67.53	*
EC3.1.6.13	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	78	*
EC3.1.6.13	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00725	*
EC3.1.6.14	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.922	*
EC3.1.6.18	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	6.65	*
EC3.1.6.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2.96E-06	*
EC3.1.6.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.556	*
EC3.1.6.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.68	*
EC3.1.6.8	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2233	*
EC3.1.6.8	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	135	*
EC3.1.6.8	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	60	*
EC3.1.7.6	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0068	*
EC3.1.8.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	288	*
EC3.1.8.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3840	*
EC3.1.8.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	429	*
EC3.1.8.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	4.17	*
EC3.1.8.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1370	*
EC3.1.8.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.512	*
EC3.2.1.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	5500	*
EC3.2.1.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	229	*
EC3.2.1.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	654	*
EC3.2.1.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1701	*
EC3.2.1.10	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3.1	*
EC3.2.1.106	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	4.5	*
EC3.2.1.107	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	8.3	*
EC3.2.1.108	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	32	*
EC3.2.1.108	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	22	*
EC3.2.1.108	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	18	*
EC3.2.1.112	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.035	*
EC3.2.1.114	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	7.03	*
EC3.2.1.132	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	742.6	*
EC3.2.1.14	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	104.6	*
EC3.2.1.143	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	85	*
EC3.2.1.143	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	35.6	*
EC3.2.1.143	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	32.1	*
EC3.2.1.163	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.9	*
EC3.2.1.169	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.035	*
EC3.2.1.18	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	59.4	*
EC3.2.1.18	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	10.1	*
EC3.2.1.18	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.04	*
EC3.2.1.18	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.37	*
EC3.2.1.18	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	308	*
EC3.2.1.18	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.12	*
EC3.2.1.190	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	88	*
EC3.2.1.20	*	camelus dromedarius//eukaryotes;animals;vertebrates;mammals//cdk	0.043	*
EC3.2.1.20	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	29.3	*
EC3.2.1.20	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	32	*
EC3.2.1.20	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0307	*
EC3.2.1.20	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	65	*
EC3.2.1.20	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	35.5	*
EC3.2.1.21	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	49.7	*
EC3.2.1.22	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4070000	*
EC3.2.1.22	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	30.8	*
EC3.2.1.23	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	23	*
EC3.2.1.23	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	52	*
EC3.2.1.24	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.6	*
EC3.2.1.24	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.86	*
EC3.2.1.24	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	48.5	*
EC3.2.1.25	*	capra hircus//eukaryotes;animals;vertebrates;mammals//chx	186.5	*
EC3.2.1.25	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	17.6	*
EC3.2.1.28	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	343	*
EC3.2.1.28	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	127	*
EC3.2.1.28	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	278	*
EC3.2.1.3	*	camelus dromedarius//eukaryotes;animals;vertebrates;mammals//cdk	16.25	*
EC3.2.1.31	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	31.33	*
EC3.2.1.31	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.127	*
EC3.2.1.31	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	95	*
EC3.2.1.33	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	3100	*
EC3.2.1.33	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	11	*
EC3.2.1.35	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	61.15	*
EC3.2.1.45	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	26.7	*
EC3.2.1.46	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.12	*
EC3.2.1.46	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	130	*
EC3.2.1.47	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.02	*
EC3.2.1.47	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	22	*
EC3.2.1.48	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	47	*
EC3.2.1.48	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	17.5	*
EC3.2.1.48	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	17.5	*
EC3.2.1.49	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2279	*
EC3.2.1.50	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0075	*
EC3.2.1.50	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.057	*
EC3.2.1.50	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.0012	*
EC3.2.1.50	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.027	*
EC3.2.1.51	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.37	*
EC3.2.1.51	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	64.8	*
EC3.2.1.51	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	83	*
EC3.2.1.51	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	5.84	*
EC3.2.1.51	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	7.8	*
EC3.2.1.52	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	21.1	*
EC3.2.1.52	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	320	*
EC3.2.1.52	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	56	*
EC3.2.1.52	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.8	*
EC3.2.1.52	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	46.7	*
EC3.2.1.53	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	9.8	*
EC3.2.1.62	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	32	*
EC3.2.1.62	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	15.33	*
EC3.2.1.62	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	4.8	*
EC3.2.1.62	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00133	*
EC3.2.1.76	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	5000	*
EC3.2.1.76	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	5.00E-06	*
EC3.2.1.76	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	34.9	*
EC3.2.1.84	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.096	*
EC3.2.1.84	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.782	*
EC3.2.1.84	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.501	*
