ecnumber	sub	organism	kcat	sd
EC3.4.19.12	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	25	*
EC3.4.19.12	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	110	*
EC3.4.19.3	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	3633	*
EC3.4.19.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.093	*
EC3.4.19.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.007	*
EC3.4.19.6	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0209	*
EC3.4.19.7	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	12.86	*
EC3.4.19.9	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	5.139	*
EC3.4.21.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	84	*
EC3.4.21.1	*	camelus dromedarius//eukaryotes;animals;vertebrates;mammals//cdk	78.4	*
EC3.4.21.10	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	92.9	*
EC3.4.21.10	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	150	*
EC3.4.21.10	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	37	*
EC3.4.21.106	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	10.67	*
EC3.4.21.112	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.2	*
EC3.4.21.118	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	6.26	*
EC3.4.21.119	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0011	*
EC3.4.21.20	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	148	*
EC3.4.21.20	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	3.2	*
EC3.4.21.26	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2.87	*
EC3.4.21.26	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.066	*
EC3.4.21.26	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	5.53	*
EC3.4.21.26	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	45	*
EC3.4.21.26	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	24.7	*
EC3.4.21.27	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.83	*
EC3.4.21.34	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	81	*
EC3.4.21.34	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.8	*
EC3.4.21.35	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	96.5	*
EC3.4.21.35	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	323	*
EC3.4.21.36	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	7.21	*
EC3.4.21.37	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	2.59	*
EC3.4.21.37	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	875	*
EC3.4.21.39	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1010	*
EC3.4.21.4	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.9397	*
EC3.4.21.5	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.019	*
EC3.4.21.59	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1000	*
EC3.4.21.59	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	5.50E-08	*
EC3.4.21.59	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	3930	*
EC3.4.21.68	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7.4	*
EC3.4.21.69	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	57.3	*
EC3.4.21.71	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	4.76	*
EC3.4.21.75	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	57	*
EC3.4.21.75	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.35	*
EC3.4.21.77	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.004	*
EC3.4.21.79	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	82	*
EC3.4.21.9	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	9000	*
EC3.4.21.9	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2100	*
EC3.4.21.9	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	330	*
EC3.4.21.93	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	8000	*
EC3.4.21.94	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.015	*
EC3.4.21.B12	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.42	*
EC3.4.21.B3	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	53	*
EC3.4.21.B4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	63.7	*
EC3.4.21.B4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	8.94	*
EC3.4.21.B40	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0005	*
EC3.4.22.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	56.9	*
EC3.4.22.1	*	capra hircus//eukaryotes;animals;vertebrates;mammals//chx	40	*
EC3.4.22.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7500	*
EC3.4.22.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.809	*
EC3.4.22.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.75	*
EC3.4.22.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	7.8	*
EC3.4.22.15	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	34.4	*
EC3.4.22.15	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	26.2	*
EC3.4.22.16	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	286	*
EC3.4.22.16	*	capra hircus//eukaryotes;animals;vertebrates;mammals//chx	0.02291	*
EC3.4.22.16	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3.5	*
EC3.4.22.16	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	7.45	*
EC3.4.22.16	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	7.714	*
EC3.4.22.16	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	20	*
EC3.4.22.26	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	47	*
EC3.4.22.26	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	16.6	*
EC3.4.22.27	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.582	*
EC3.4.22.27	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7200	*
EC3.4.22.34	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.53	*
EC3.4.22.34	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	8.1	*
EC3.4.22.38	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	15	*
EC3.4.22.40	*	cricetulus griseus//eukaryotes;animals;vertebrates;mammals//cge	1.09	*
EC3.4.22.40	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	815	*
EC3.4.23.15	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	818	*
EC3.4.23.15	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	4.29	*
EC3.4.23.45	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.015	*
EC3.4.23.46	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.02	*
EC3.4.24.11	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.80E-06	*
EC3.4.24.11	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00014	*
EC3.4.24.11	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	26.3	*
EC3.4.24.15	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.1	*
EC3.4.24.15	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	28.7	*
EC3.4.24.15	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.00037	*
EC3.4.24.16	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0088	*
EC3.4.24.16	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	6.9	*
EC3.4.24.16	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.298	*
EC3.4.24.17	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	18.6	*
EC3.4.24.18	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	20800	*
EC3.4.24.18	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	25000	*
EC3.4.24.24	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1045	*
EC3.4.24.24	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	11.8	*
EC3.4.24.56	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.22	*
EC3.4.24.63	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.82	*
EC3.4.24.71	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0001799	*
EC3.4.24.71	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00127	*
EC3.4.24.84	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	173	*
EC3.4.24.B11	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	140	*
EC3.4.24.B12	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1200	*
EC3.4.24.B3	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	99	*
EC3.4.25.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	71	*
EC3.4.99.B1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2.51E-06	*
EC3.5.1.12	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.2	*
EC3.5.1.13	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.319	*
EC3.5.1.13	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.068	*
EC3.5.1.14	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	11.7	*
EC3.5.1.14	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	8.33	*
EC3.5.1.14	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	287	*
EC3.5.1.15	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.019	*
EC3.5.1.15	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1557	*
EC3.5.1.15	*	macaca mulatta//eukaryotes;animals;vertebrates;mammals//mcc	0.98	*
EC3.5.1.15	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.45	*
EC3.5.1.15	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.3	*
EC3.5.1.15	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.47	*
EC3.5.1.17	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.087	*
EC3.5.1.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.4	*
EC3.5.1.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	405	*
EC3.5.1.23	*	camelus dromedarius//eukaryotes;animals;vertebrates;mammals//cdk	230.6	*
EC3.5.1.23	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3.647	*
EC3.5.1.23	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	14.45	*
EC3.5.1.23	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	16720	*
EC3.5.1.26	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.003	*
EC3.5.1.26	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	20	*
EC3.5.1.26	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.003	*
EC3.5.1.26	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1.55	*
EC3.5.1.28	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	46	*
EC3.5.1.28	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.144	*
EC3.5.1.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	570	*
EC3.5.1.4	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.00074	*
EC3.5.1.5	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	59.9	*
EC3.5.1.52	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.00275	*
EC3.5.1.6	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.282	*
EC3.5.1.6	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.035	*
EC3.5.1.6	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.88	*
EC3.5.1.68	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0192	*
EC3.5.1.9	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	425	*
EC3.5.1.9	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	42	*
EC3.5.1.9	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.33	*
EC3.5.1.92	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	0.4	*
EC3.5.1.92	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	14	*
EC3.5.2.16	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	27	*
EC3.5.2.16	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	13.3	*
EC3.5.2.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	66.2	*
EC3.5.2.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	14.8	*
EC3.5.2.2	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1.06	*
EC3.5.2.7	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.54	*
EC3.5.2.9	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.625	*
EC3.5.2.9	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	87	*
EC3.5.2.9	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	3.6	*
EC3.5.3.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	91300	*
EC3.5.3.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1600	*
EC3.5.3.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	41.5	*
EC3.5.3.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	562	*
EC3.5.3.15	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	59	*
EC3.5.3.15	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.583	*
EC3.5.3.15	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	10.14	*
EC3.5.3.15	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.793	*
EC3.5.3.18	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.55	*
EC3.5.3.18	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.6	*
EC3.5.3.6	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	50	*
EC3.5.4.12	*	equus asinus//eukaryotes;animals;vertebrates;mammals//eai	820	*
EC3.5.4.12	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	500	*
EC3.5.4.15	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	62.4	*
EC3.5.4.16	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	510	*
EC3.5.4.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	22.1	*
EC3.5.4.3	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	5.1	*
EC3.5.4.3	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	25.4	*
EC3.5.4.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	33.6	*
EC3.5.4.5	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	738	*
EC3.5.4.5	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	90	*
EC3.5.4.6	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1850	*
EC3.5.4.6	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	1100	*
EC3.5.4.9	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.65	*
EC3.5.4.9	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	161	*
EC3.5.4.9	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.5	*
EC3.5.4.9	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.82	*
EC3.5.4.9	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	0.434	*
EC3.5.4.9	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.36	*
EC3.5.4.9	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.2	*
EC3.5.99.6	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	52	*
EC3.6.1.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2.1	*
EC3.6.1.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	79.75	*
EC3.6.1.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	680	*
EC3.6.1.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	600	*
EC3.6.1.1	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	1986	*
EC3.6.1.13	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	8.59	*
EC3.6.1.13	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	18.2	*
EC3.6.1.15	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	25.4	*
EC3.6.1.17	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	52	*
EC3.6.1.17	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.276	*
EC3.6.1.17	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.436	*
EC3.6.1.18	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	250000	*
EC3.6.1.23	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	16	*
EC3.6.1.23	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0105	*
EC3.6.1.25	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.588	*
EC3.6.1.28	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	648	*
EC3.6.1.28	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	225	*
EC3.6.1.28	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1.69	*
EC3.6.1.28	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.048	*
EC3.6.1.29	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.34	*
EC3.6.1.29	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	300	*
EC3.6.1.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.5	*
EC3.6.1.42	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	4000	*
EC3.6.1.43	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0031	*
EC3.6.1.43	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.016	*
EC3.6.1.43	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.032	*
EC3.6.1.5	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	639	*
EC3.6.1.5	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1020	*
EC3.6.1.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.275	*
EC3.6.1.5	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	94.7	*
EC3.6.1.53	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	18.2	*
EC3.6.1.6	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	358.1	*
EC3.6.1.7	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	7000	*
EC3.6.1.7	*	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	3900	*
EC3.6.1.7	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	7500	*
EC3.6.1.7	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	7500	*
EC3.6.1.7	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	3281	*
EC3.6.1.7	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	10800	*
EC3.6.1.8	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.03	*
EC3.6.1.9	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	75	*
EC3.6.1.9	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2894	*
EC3.6.2.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	42.2	*
EC3.6.3.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	35	*
EC3.6.3.1	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	45	*
EC3.6.3.1	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	4.9	*
EC3.6.3.10	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.685	*
EC3.6.3.10	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	7.5	*
EC3.6.3.14	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	100	*
EC3.6.3.14	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2.402	*
EC3.6.3.2	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.30E-07	*
EC3.6.3.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.121	*
EC3.6.3.4	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.112	*
EC3.6.3.43	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.02	*
EC3.6.3.44	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3500	*
EC3.6.3.47	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.0774	*
EC3.6.3.49	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1	*
EC3.6.3.49	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	1.4	*
EC3.6.3.7	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	8.40E-06	*
EC3.6.3.8	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	6.5	*
EC3.6.3.8	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.5	*
EC3.6.3.8	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	10.06	*
EC3.6.3.9	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	19.84	*
EC3.6.3.9	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.267	*
EC3.6.3.9	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	700	*
EC3.6.3.9	*	ovis aries//eukaryotes;animals;vertebrates;mammals//oas	1105	*
EC3.6.3.9	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.165	*
EC3.6.3.9	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	65	*
EC3.6.4.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.15	*
EC3.6.4.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.82	*
EC3.6.4.10	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2.60E-06	*
EC3.6.4.10	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.025	*
EC3.6.4.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	1.2	*
EC3.6.4.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.026	*
EC3.6.4.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.48	*
EC3.6.4.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	4.60E-05	*
EC3.6.4.6	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.3	*
EC3.6.4.9	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0193	*
EC3.6.5.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.722	*
EC3.6.5.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.001	*
EC3.6.5.5	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.16	*
EC3.6.5.6	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	2	*
EC3.6.5.6	*	capra hircus//eukaryotes;animals;vertebrates;mammals//chx	7.1	*
EC3.7.1.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	36.3	*
EC3.7.1.2	*	felis catus//eukaryotes;animals;vertebrates;mammals//fca	0.055	*
EC3.7.1.2	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1558	*
EC3.7.1.2	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.0803	*
EC3.7.1.2	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	0.027	*
EC3.7.1.2	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	69.3	*
EC3.7.1.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.75	*
EC3.7.1.3	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	4.00E-05	*
EC3.7.1.3	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	3.00E-05	*
EC3.7.1.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.25	*
EC3.7.1.3	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	68.3	*
EC3.7.1.5	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.014	*
EC3.9.1.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	4.8	*
EC3.9.1.1	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.181	*
EC3.9.1.3	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.8	*
EC3.9.1.3	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	2.72	*
EC4.1.1.15	*	felis catus//eukaryotes;animals;vertebrates;mammals//fca	3.25	*
EC4.1.1.15	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	2.956	*
EC4.1.1.15	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.462	*
EC4.1.1.17	*	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	6	*
EC4.1.1.17	*	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	17	*
